num,word
2788,"two thousand, seven hundred and eighty-eight"
8371,"eight thousand, three hundred and seventy-one"
9843,"nine thousand, eight hundred and forty-three"
9792,"nine thousand, seven hundred and ninety-two"
5235,"five thousand, two hundred and thirty-five"
7280,"seven thousand, two hundred and eighty"
5174,"five thousand, one hundred and seventy-four"
1784,"one thousand, seven hundred and eighty-four"
7128,"seven thousand, one hundred and twenty-eight"
2572,"two thousand, five hundred and seventy-two"
8759,"eight thousand, seven hundred and fifty-nine"
2502,"two thousand, five hundred and two"
4365,"four thousand, three hundred and sixty-five"
4693,"four thousand, six hundred and ninety-three"
1072,one thousand and seventy-two
9194,"nine thousand, one hundred and ninety-four"
4972,"four thousand, nine hundred and seventy-two"
2538,"two thousand, five hundred and thirty-eight"
7231,"seven thousand, two hundred and thirty-one"
4486,"four thousand, four hundred and eighty-six"
4764,"four thousand, seven hundred and sixty-four"
7460,"seven thousand, four hundred and sixty"
2555,"two thousand, five hundred and fifty-five"
8845,"eight thousand, eight hundred and forty-five"
3031,three thousand and thirty-one
4165,"four thousand, one hundred and sixty-five"
9085,nine thousand and eighty-five
3727,"three thousand, seven hundred and twenty-seven"
6568,"six thousand, five hundred and sixty-eight"
4582,"four thousand, five hundred and eighty-two"
9187,"nine thousand, one hundred and eighty-seven"
1512,"one thousand, five hundred and twelve"
8362,"eight thousand, three hundred and sixty-two"
9395,"nine thousand, three hundred and ninety-five"
6667,"six thousand, six hundred and sixty-seven"
9626,"nine thousand, six hundred and twenty-six"
5814,"five thousand, eight hundred and fourteen"
4182,"four thousand, one hundred and eighty-two"
8118,"eight thousand, one hundred and eighteen"
3104,"three thousand, one hundred and four"
4788,"four thousand, seven hundred and eighty-eight"
1545,"one thousand, five hundred and forty-five"
9919,"nine thousand, nine hundred and nineteen"
4154,"four thousand, one hundred and fifty-four"
8492,"eight thousand, four hundred and ninety-two"
2734,"two thousand, seven hundred and thirty-four"
7325,"seven thousand, three hundred and twenty-five"
8044,eight thousand and forty-four
1661,"one thousand, six hundred and sixty-one"
1236,"one thousand, two hundred and thirty-six"
1250,"one thousand, two hundred and fifty"
5922,"five thousand, nine hundred and twenty-two"
3387,"three thousand, three hundred and eighty-seven"
5170,"five thousand, one hundred and seventy"
1553,"one thousand, five hundred and fifty-three"
4538,"four thousand, five hundred and thirty-eight"
6638,"six thousand, six hundred and thirty-eight"
9072,nine thousand and seventy-two
3802,"three thousand, eight hundred and two"
6162,"six thousand, one hundred and sixty-two"
4190,"four thousand, one hundred and ninety"
6930,"six thousand, nine hundred and thirty"
4369,"four thousand, three hundred and sixty-nine"
2739,"two thousand, seven hundred and thirty-nine"
4410,"four thousand, four hundred and ten"
7010,seven thousand and ten
3663,"three thousand, six hundred and sixty-three"
9955,"nine thousand, nine hundred and fifty-five"
5674,"five thousand, six hundred and seventy-four"
4313,"four thousand, three hundred and thirteen"
1648,"one thousand, six hundred and forty-eight"
8762,"eight thousand, seven hundred and sixty-two"
8407,"eight thousand, four hundred and seven"
8992,"eight thousand, nine hundred and ninety-two"
2191,"two thousand, one hundred and ninety-one"
9013,nine thousand and thirteen
5807,"five thousand, eight hundred and seven"
3174,"three thousand, one hundred and seventy-four"
2989,"two thousand, nine hundred and eighty-nine"
2259,"two thousand, two hundred and fifty-nine"
3943,"three thousand, nine hundred and forty-three"
2306,"two thousand, three hundred and six"
6242,"six thousand, two hundred and forty-two"
7903,"seven thousand, nine hundred and three"
8494,"eight thousand, four hundred and ninety-four"
1747,"one thousand, seven hundred and forty-seven"
1191,"one thousand, one hundred and ninety-one"
4371,"four thousand, three hundred and seventy-one"
1182,"one thousand, one hundred and eighty-two"
2017,two thousand and seventeen
7809,"seven thousand, eight hundred and nine"
4697,"four thousand, six hundred and ninety-seven"
8282,"eight thousand, two hundred and eighty-two"
2867,"two thousand, eight hundred and sixty-seven"
3992,"three thousand, nine hundred and ninety-two"
3019,three thousand and nineteen
2581,"two thousand, five hundred and eighty-one"
4674,"four thousand, six hundred and seventy-four"
9367,"nine thousand, three hundred and sixty-seven"
9098,nine thousand and ninety-eight
6294,"six thousand, two hundred and ninety-four"
2522,"two thousand, five hundred and twenty-two"
5956,"five thousand, nine hundred and fifty-six"
7750,"seven thousand, seven hundred and fifty"
6880,"six thousand, eight hundred and eighty"
9359,"nine thousand, three hundred and fifty-nine"
1221,"one thousand, two hundred and twenty-one"
8399,"eight thousand, three hundred and ninety-nine"
8832,"eight thousand, eight hundred and thirty-two"
1272,"one thousand, two hundred and seventy-two"
3890,"three thousand, eight hundred and ninety"
4986,"four thousand, nine hundred and eighty-six"
2298,"two thousand, two hundred and ninety-eight"
9003,nine thousand and three
7531,"seven thousand, five hundred and thirty-one"
9652,"nine thousand, six hundred and fifty-two"
3416,"three thousand, four hundred and sixteen"
7846,"seven thousand, eight hundred and forty-six"
7835,"seven thousand, eight hundred and thirty-five"
9746,"nine thousand, seven hundred and forty-six"
8466,"eight thousand, four hundred and sixty-six"
3918,"three thousand, nine hundred and eighteen"
7952,"seven thousand, nine hundred and fifty-two"
2310,"two thousand, three hundred and ten"
7758,"seven thousand, seven hundred and fifty-eight"
5490,"five thousand, four hundred and ninety"
2485,"two thousand, four hundred and eighty-five"
2272,"two thousand, two hundred and seventy-two"
2352,"two thousand, three hundred and fifty-two"
9153,"nine thousand, one hundred and fifty-three"
1607,"one thousand, six hundred and seven"
9185,"nine thousand, one hundred and eighty-five"
6118,"six thousand, one hundred and eighteen"
8670,"eight thousand, six hundred and seventy"
8049,eight thousand and forty-nine
9319,"nine thousand, three hundred and nineteen"
8014,eight thousand and fourteen
1258,"one thousand, two hundred and fifty-eight"
7412,"seven thousand, four hundred and twelve"
7328,"seven thousand, three hundred and twenty-eight"
5018,five thousand and eighteen
1879,"one thousand, eight hundred and seventy-nine"
2161,"two thousand, one hundred and sixty-one"
5471,"five thousand, four hundred and seventy-one"
9333,"nine thousand, three hundred and thirty-three"
2891,"two thousand, eight hundred and ninety-one"
9839,"nine thousand, eight hundred and thirty-nine"
8357,"eight thousand, three hundred and fifty-seven"
2293,"two thousand, two hundred and ninety-three"
4402,"four thousand, four hundred and two"
7922,"seven thousand, nine hundred and twenty-two"
8707,"eight thousand, seven hundred and seven"
5590,"five thousand, five hundred and ninety"
3327,"three thousand, three hundred and twenty-seven"
3450,"three thousand, four hundred and fifty"
9118,"nine thousand, one hundred and eighteen"
5880,"five thousand, eight hundred and eighty"
8305,"eight thousand, three hundred and five"
9610,"nine thousand, six hundred and ten"
3594,"three thousand, five hundred and ninety-four"
8382,"eight thousand, three hundred and eighty-two"
2993,"two thousand, nine hundred and ninety-three"
9565,"nine thousand, five hundred and sixty-five"
9957,"nine thousand, nine hundred and fifty-seven"
8079,eight thousand and seventy-nine
8849,"eight thousand, eight hundred and forty-nine"
7014,seven thousand and fourteen
1902,"one thousand, nine hundred and two"
9420,"nine thousand, four hundred and twenty"
2851,"two thousand, eight hundred and fifty-one"
5588,"five thousand, five hundred and eighty-eight"
4259,"four thousand, two hundred and fifty-nine"
6463,"six thousand, four hundred and sixty-three"
8214,"eight thousand, two hundred and fourteen"
9413,"nine thousand, four hundred and thirteen"
5988,"five thousand, nine hundred and eighty-eight"
8645,"eight thousand, six hundred and forty-five"
8804,"eight thousand, eight hundred and four"
8499,"eight thousand, four hundred and ninety-nine"
7582,"seven thousand, five hundred and eighty-two"
5999,"five thousand, nine hundred and ninety-nine"
3321,"three thousand, three hundred and twenty-one"
2942,"two thousand, nine hundred and forty-two"
2601,"two thousand, six hundred and one"
5312,"five thousand, three hundred and twelve"
5853,"five thousand, eight hundred and fifty-three"
3341,"three thousand, three hundred and forty-one"
2080,two thousand and eighty
4811,"four thousand, eight hundred and eleven"
9141,"nine thousand, one hundred and forty-one"
1054,one thousand and fifty-four
6825,"six thousand, eight hundred and twenty-five"
4844,"four thousand, eight hundred and forty-four"
4249,"four thousand, two hundred and forty-nine"
7020,seven thousand and twenty
9335,"nine thousand, three hundred and thirty-five"
3860,"three thousand, eight hundred and sixty"
3899,"three thousand, eight hundred and ninety-nine"
1444,"one thousand, four hundred and forty-four"
7693,"seven thousand, six hundred and ninety-three"
5229,"five thousand, two hundred and twenty-nine"
7687,"seven thousand, six hundred and eighty-seven"
9493,"nine thousand, four hundred and ninety-three"
6206,"six thousand, two hundred and six"
3791,"three thousand, seven hundred and ninety-one"
8598,"eight thousand, five hundred and ninety-eight"
5475,"five thousand, four hundred and seventy-five"
7652,"seven thousand, six hundred and fifty-two"
6024,six thousand and twenty-four
8235,"eight thousand, two hundred and thirty-five"
4851,"four thousand, eight hundred and fifty-one"
9922,"nine thousand, nine hundred and twenty-two"
8374,"eight thousand, three hundred and seventy-four"
6489,"six thousand, four hundred and eighty-nine"
1635,"one thousand, six hundred and thirty-five"
6297,"six thousand, two hundred and ninety-seven"
9945,"nine thousand, nine hundred and forty-five"
1918,"one thousand, nine hundred and eighteen"
1535,"one thousand, five hundred and thirty-five"
9762,"nine thousand, seven hundred and sixty-two"
9140,"nine thousand, one hundred and forty"
5035,five thousand and thirty-five
4157,"four thousand, one hundred and fifty-seven"
1828,"one thousand, eight hundred and twenty-eight"
3101,"three thousand, one hundred and one"
4691,"four thousand, six hundred and ninety-one"
6835,"six thousand, eight hundred and thirty-five"
7726,"seven thousand, seven hundred and twenty-six"
1142,"one thousand, one hundred and forty-two"
9439,"nine thousand, four hundred and thirty-nine"
3684,"three thousand, six hundred and eighty-four"
7439,"seven thousand, four hundred and thirty-nine"
3790,"three thousand, seven hundred and ninety"
8142,"eight thousand, one hundred and forty-two"
5949,"five thousand, nine hundred and forty-nine"
1801,"one thousand, eight hundred and one"
5658,"five thousand, six hundred and fifty-eight"
2984,"two thousand, nine hundred and eighty-four"
3114,"three thousand, one hundred and fourteen"
2725,"two thousand, seven hundred and twenty-five"
6796,"six thousand, seven hundred and ninety-six"
6348,"six thousand, three hundred and forty-eight"
5288,"five thousand, two hundred and eighty-eight"
4304,"four thousand, three hundred and four"
4645,"four thousand, six hundred and forty-five"
5852,"five thousand, eight hundred and fifty-two"
7851,"seven thousand, eight hundred and fifty-one"
5416,"five thousand, four hundred and sixteen"
3088,three thousand and eighty-eight
7466,"seven thousand, four hundred and sixty-six"
5995,"five thousand, nine hundred and ninety-five"
2621,"two thousand, six hundred and twenty-one"
2073,two thousand and seventy-three
4942,"four thousand, nine hundred and forty-two"
8676,"eight thousand, six hundred and seventy-six"
2336,"two thousand, three hundred and thirty-six"
8659,"eight thousand, six hundred and fifty-nine"
1369,"one thousand, three hundred and sixty-nine"
7949,"seven thousand, nine hundred and forty-nine"
7774,"seven thousand, seven hundred and seventy-four"
2360,"two thousand, three hundred and sixty"
5863,"five thousand, eight hundred and sixty-three"
3858,"three thousand, eight hundred and fifty-eight"
6964,"six thousand, nine hundred and sixty-four"
7461,"seven thousand, four hundred and sixty-one"
5663,"five thousand, six hundred and sixty-three"
8924,"eight thousand, nine hundred and twenty-four"
4685,"four thousand, six hundred and eighty-five"
8689,"eight thousand, six hundred and eighty-nine"
6605,"six thousand, six hundred and five"
8186,"eight thousand, one hundred and eighty-six"
2869,"two thousand, eight hundred and sixty-nine"
4302,"four thousand, three hundred and two"
6431,"six thousand, four hundred and thirty-one"
2450,"two thousand, four hundred and fifty"
6253,"six thousand, two hundred and fifty-three"
1019,one thousand and nineteen
2471,"two thousand, four hundred and seventy-one"
1990,"one thousand, nine hundred and ninety"
7317,"seven thousand, three hundred and seventeen"
9681,"nine thousand, six hundred and eighty-one"
9227,"nine thousand, two hundred and twenty-seven"
9062,nine thousand and sixty-two
8491,"eight thousand, four hundred and ninety-one"
5736,"five thousand, seven hundred and thirty-six"
2735,"two thousand, seven hundred and thirty-five"
9300,"nine thousand, three hundred"
9399,"nine thousand, three hundred and ninety-nine"
1999,"one thousand, nine hundred and ninety-nine"
2101,"two thousand, one hundred and one"
5349,"five thousand, three hundred and forty-nine"
5057,five thousand and fifty-seven
2177,"two thousand, one hundred and seventy-seven"
7734,"seven thousand, seven hundred and thirty-four"
3681,"three thousand, six hundred and eighty-one"
7964,"seven thousand, nine hundred and sixty-four"
3561,"three thousand, five hundred and sixty-one"
8826,"eight thousand, eight hundred and twenty-six"
1808,"one thousand, eight hundred and eight"
8575,"eight thousand, five hundred and seventy-five"
2765,"two thousand, seven hundred and sixty-five"
6580,"six thousand, five hundred and eighty"
1162,"one thousand, one hundred and sixty-two"
3578,"three thousand, five hundred and seventy-eight"
1453,"one thousand, four hundred and fifty-three"
9279,"nine thousand, two hundred and seventy-nine"
4267,"four thousand, two hundred and sixty-seven"
3359,"three thousand, three hundred and fifty-nine"
8041,eight thousand and forty-one
3642,"three thousand, six hundred and forty-two"
8978,"eight thousand, nine hundred and seventy-eight"
6999,"six thousand, nine hundred and ninety-nine"
8989,"eight thousand, nine hundred and eighty-nine"
3159,"three thousand, one hundred and fifty-nine"
7871,"seven thousand, eight hundred and seventy-one"
5964,"five thousand, nine hundred and sixty-four"
9782,"nine thousand, seven hundred and eighty-two"
8753,"eight thousand, seven hundred and fifty-three"
6915,"six thousand, nine hundred and fifteen"
5168,"five thousand, one hundred and sixty-eight"
1526,"one thousand, five hundred and twenty-six"
7576,"seven thousand, five hundred and seventy-six"
4936,"four thousand, nine hundred and thirty-six"
6822,"six thousand, eight hundred and twenty-two"
8248,"eight thousand, two hundred and forty-eight"
2803,"two thousand, eight hundred and three"
5399,"five thousand, three hundred and ninety-nine"
9996,"nine thousand, nine hundred and ninety-six"
1827,"one thousand, eight hundred and twenty-seven"
2539,"two thousand, five hundred and thirty-nine"
7047,seven thousand and forty-seven
5761,"five thousand, seven hundred and sixty-one"
7780,"seven thousand, seven hundred and eighty"
7222,"seven thousand, two hundred and twenty-two"
7563,"seven thousand, five hundred and sixty-three"
2532,"two thousand, five hundred and thirty-two"
8637,"eight thousand, six hundred and thirty-seven"
5268,"five thousand, two hundred and sixty-eight"
2461,"two thousand, four hundred and sixty-one"
6676,"six thousand, six hundred and seventy-six"
7319,"seven thousand, three hundred and nineteen"
4290,"four thousand, two hundred and ninety"
7408,"seven thousand, four hundred and eight"
4184,"four thousand, one hundred and eighty-four"
1839,"one thousand, eight hundred and thirty-nine"
3990,"three thousand, nine hundred and ninety"
6788,"six thousand, seven hundred and eighty-eight"
5580,"five thousand, five hundred and eighty"
4244,"four thousand, two hundred and forty-four"
8610,"eight thousand, six hundred and ten"
5539,"five thousand, five hundred and thirty-nine"
3481,"three thousand, four hundred and eighty-one"
1534,"one thousand, five hundred and thirty-four"
8226,"eight thousand, two hundred and twenty-six"
3487,"three thousand, four hundred and eighty-seven"
5575,"five thousand, five hundred and seventy-five"
8472,"eight thousand, four hundred and seventy-two"
4274,"four thousand, two hundred and seventy-four"
5579,"five thousand, five hundred and seventy-nine"
3123,"three thousand, one hundred and twenty-three"
9900,"nine thousand, nine hundred"
6564,"six thousand, five hundred and sixty-four"
9135,"nine thousand, one hundred and thirty-five"
1972,"one thousand, nine hundred and seventy-two"
7178,"seven thousand, one hundred and seventy-eight"
6533,"six thousand, five hundred and thirty-three"
7185,"seven thousand, one hundred and eighty-five"
5729,"five thousand, seven hundred and twenty-nine"
1318,"one thousand, three hundred and eighteen"
5186,"five thousand, one hundred and eighty-six"
2929,"two thousand, nine hundred and twenty-nine"
8869,"eight thousand, eight hundred and sixty-nine"
3213,"three thousand, two hundred and thirteen"
7291,"seven thousand, two hundred and ninety-one"
1246,"one thousand, two hundred and forty-six"
7807,"seven thousand, eight hundred and seven"
6046,six thousand and forty-six
3508,"three thousand, five hundred and eight"
6711,"six thousand, seven hundred and eleven"
7829,"seven thousand, eight hundred and twenty-nine"
3846,"three thousand, eight hundred and forty-six"
2013,two thousand and thirteen
3721,"three thousand, seven hundred and twenty-one"
3187,"three thousand, one hundred and eighty-seven"
9767,"nine thousand, seven hundred and sixty-seven"
1753,"one thousand, seven hundred and fifty-three"
4093,four thousand and ninety-three
3813,"three thousand, eight hundred and thirteen"
8397,"eight thousand, three hundred and ninety-seven"
6239,"six thousand, two hundred and thirty-nine"
3549,"three thousand, five hundred and forty-nine"
2301,"two thousand, three hundred and one"
9229,"nine thousand, two hundred and twenty-nine"
9391,"nine thousand, three hundred and ninety-one"
1271,"one thousand, two hundred and seventy-one"
6276,"six thousand, two hundred and seventy-six"
8042,eight thousand and forty-two
2447,"two thousand, four hundred and forty-seven"
2521,"two thousand, five hundred and twenty-one"
6623,"six thousand, six hundred and twenty-three"
5232,"five thousand, two hundred and thirty-two"
4834,"four thousand, eight hundred and thirty-four"
2707,"two thousand, seven hundred and seven"
1697,"one thousand, six hundred and ninety-seven"
8097,eight thousand and ninety-seven
5705,"five thousand, seven hundred and five"
8742,"eight thousand, seven hundred and forty-two"
8879,"eight thousand, eight hundred and seventy-nine"
5067,five thousand and sixty-seven
2164,"two thousand, one hundred and sixty-four"
9954,"nine thousand, nine hundred and fifty-four"
9666,"nine thousand, six hundred and sixty-six"
6850,"six thousand, eight hundred and fifty"
7817,"seven thousand, eight hundred and seventeen"
6877,"six thousand, eight hundred and seventy-seven"
6622,"six thousand, six hundred and twenty-two"
3755,"three thousand, seven hundred and fifty-five"
1097,one thousand and ninety-seven
5014,five thousand and fourteen
4705,"four thousand, seven hundred and five"
8540,"eight thousand, five hundred and forty"
1883,"one thousand, eight hundred and eighty-three"
8926,"eight thousand, nine hundred and twenty-six"
6508,"six thousand, five hundred and eight"
6656,"six thousand, six hundred and fifty-six"
4654,"four thousand, six hundred and fifty-four"
6571,"six thousand, five hundred and seventy-one"
8123,"eight thousand, one hundred and twenty-three"
1574,"one thousand, five hundred and seventy-four"
4306,"four thousand, three hundred and six"
1522,"one thousand, five hundred and twenty-two"
8144,"eight thousand, one hundred and forty-four"
6750,"six thousand, seven hundred and fifty"
5367,"five thousand, three hundred and sixty-seven"
6599,"six thousand, five hundred and ninety-nine"
7561,"seven thousand, five hundred and sixty-one"
4475,"four thousand, four hundred and seventy-five"
8614,"eight thousand, six hundred and fourteen"
9299,"nine thousand, two hundred and ninety-nine"
6010,six thousand and ten
4663,"four thousand, six hundred and sixty-three"
6562,"six thousand, five hundred and sixty-two"
8662,"eight thousand, six hundred and sixty-two"
7075,seven thousand and seventy-five
2611,"two thousand, six hundred and eleven"
7995,"seven thousand, nine hundred and ninety-five"
4176,"four thousand, one hundred and seventy-six"
6963,"six thousand, nine hundred and sixty-three"
9097,nine thousand and ninety-seven
3288,"three thousand, two hundred and eighty-eight"
1560,"one thousand, five hundred and sixty"
3933,"three thousand, nine hundred and thirty-three"
1832,"one thousand, eight hundred and thirty-two"
6030,six thousand and thirty
1380,"one thousand, three hundred and eighty"
4142,"four thousand, one hundred and forty-two"
8459,"eight thousand, four hundred and fifty-nine"
3482,"three thousand, four hundred and eighty-two"
1175,"one thousand, one hundred and seventy-five"
6881,"six thousand, eight hundred and eighty-one"
7483,"seven thousand, four hundred and eighty-three"
8089,eight thousand and eighty-nine
4630,"four thousand, six hundred and thirty"
7915,"seven thousand, nine hundred and fifteen"
8267,"eight thousand, two hundred and sixty-seven"
9719,"nine thousand, seven hundred and nineteen"
7190,"seven thousand, one hundred and ninety"
2094,two thousand and ninety-four
5561,"five thousand, five hundred and sixty-one"
3753,"three thousand, seven hundred and fifty-three"
5508,"five thousand, five hundred and eight"
5425,"five thousand, four hundred and twenty-five"
3161,"three thousand, one hundred and sixty-one"
2446,"two thousand, four hundred and forty-six"
2530,"two thousand, five hundred and thirty"
9485,"nine thousand, four hundred and eighty-five"
5935,"five thousand, nine hundred and thirty-five"
6034,six thousand and thirty-four
8900,"eight thousand, nine hundred"
5830,"five thousand, eight hundred and thirty"
3105,"three thousand, one hundred and five"
1291,"one thousand, two hundred and ninety-one"
8935,"eight thousand, nine hundred and thirty-five"
7049,seven thousand and forty-nine
8410,"eight thousand, four hundred and ten"
6588,"six thousand, five hundred and eighty-eight"
2780,"two thousand, seven hundred and eighty"
7375,"seven thousand, three hundred and seventy-five"
2418,"two thousand, four hundred and eighteen"
5882,"five thousand, eight hundred and eighty-two"
4968,"four thousand, nine hundred and sixty-eight"
8732,"eight thousand, seven hundred and thirty-two"
7859,"seven thousand, eight hundred and fifty-nine"
6661,"six thousand, six hundred and sixty-one"
8752,"eight thousand, seven hundred and fifty-two"
8623,"eight thousand, six hundred and twenty-three"
4804,"four thousand, eight hundred and four"
3403,"three thousand, four hundred and three"
5432,"five thousand, four hundred and thirty-two"
1700,"one thousand, seven hundred"
5230,"five thousand, two hundred and thirty"
1305,"one thousand, three hundred and five"
7159,"seven thousand, one hundred and fifty-nine"
1463,"one thousand, four hundred and sixty-three"
4318,"four thousand, three hundred and eighteen"
6479,"six thousand, four hundred and seventy-nine"
4535,"four thousand, five hundred and thirty-five"
8599,"eight thousand, five hundred and ninety-nine"
9676,"nine thousand, six hundred and seventy-six"
6296,"six thousand, two hundred and ninety-six"
5071,five thousand and seventy-one
5524,"five thousand, five hundred and twenty-four"
6916,"six thousand, nine hundred and sixteen"
3303,"three thousand, three hundred and three"
8980,"eight thousand, nine hundred and eighty"
2205,"two thousand, two hundred and five"
9465,"nine thousand, four hundred and sixty-five"
6740,"six thousand, seven hundred and forty"
5276,"five thousand, two hundred and seventy-six"
4507,"four thousand, five hundred and seven"
3446,"three thousand, four hundred and forty-six"
4754,"four thousand, seven hundred and fifty-four"
6078,six thousand and seventy-eight
9850,"nine thousand, eight hundred and fifty"
4389,"four thousand, three hundred and eighty-nine"
7703,"seven thousand, seven hundred and three"
7001,seven thousand and one
1039,one thousand and thirty-nine
3343,"three thousand, three hundred and forty-three"
8430,"eight thousand, four hundred and thirty"
1262,"one thousand, two hundred and sixty-two"
4612,"four thousand, six hundred and twelve"
4509,"four thousand, five hundred and nine"
3304,"three thousand, three hundred and four"
2585,"two thousand, five hundred and eighty-five"
4681,"four thousand, six hundred and eighty-one"
2832,"two thousand, eight hundred and thirty-two"
3838,"three thousand, eight hundred and thirty-eight"
4973,"four thousand, nine hundred and seventy-three"
3573,"three thousand, five hundred and seventy-three"
8604,"eight thousand, six hundred and four"
1117,"one thousand, one hundred and seventeen"
2070,two thousand and seventy
7451,"seven thousand, four hundred and fifty-one"
1731,"one thousand, seven hundred and thirty-one"
1034,one thousand and thirty-four
1468,"one thousand, four hundred and sixty-eight"
2309,"two thousand, three hundred and nine"
1270,"one thousand, two hundred and seventy"
6236,"six thousand, two hundred and thirty-six"
6475,"six thousand, four hundred and seventy-five"
2076,two thousand and seventy-six
2000,two thousand
9234,"nine thousand, two hundred and thirty-four"
7457,"seven thousand, four hundred and fifty-seven"
2919,"two thousand, nine hundred and nineteen"
3948,"three thousand, nine hundred and forty-eight"
9020,nine thousand and twenty
6692,"six thousand, six hundred and ninety-two"
4971,"four thousand, nine hundred and seventy-one"
6804,"six thousand, eight hundred and four"
3788,"three thousand, seven hundred and eighty-eight"
3090,three thousand and ninety
1423,"one thousand, four hundred and twenty-three"
7383,"seven thousand, three hundred and eighty-three"
6460,"six thousand, four hundred and sixty"
9108,"nine thousand, one hundred and eight"
2999,"two thousand, nine hundred and ninety-nine"
1083,one thousand and eighty-three
1565,"one thousand, five hundred and sixty-five"
2047,two thousand and forty-seven
8958,"eight thousand, nine hundred and fifty-eight"
2818,"two thousand, eight hundred and eighteen"
5519,"five thousand, five hundred and nineteen"
7609,"seven thousand, six hundred and nine"
9033,nine thousand and thirty-three
7463,"seven thousand, four hundred and sixty-three"
3100,"three thousand, one hundred"
7405,"seven thousand, four hundred and five"
8352,"eight thousand, three hundred and fifty-two"
3655,"three thousand, six hundred and fifty-five"
5583,"five thousand, five hundred and eighty-three"
9621,"nine thousand, six hundred and twenty-one"
1779,"one thousand, seven hundred and seventy-nine"
7304,"seven thousand, three hundred and four"
9647,"nine thousand, six hundred and forty-seven"
1169,"one thousand, one hundred and sixty-nine"
5065,five thousand and sixty-five
4119,"four thousand, one hundred and nineteen"
6366,"six thousand, three hundred and sixty-six"
5441,"five thousand, four hundred and forty-one"
2122,"two thousand, one hundred and twenty-two"
4479,"four thousand, four hundred and seventy-nine"
6577,"six thousand, five hundred and seventy-seven"
3842,"three thousand, eight hundred and forty-two"
7136,"seven thousand, one hundred and thirty-six"
7709,"seven thousand, seven hundred and nine"
7722,"seven thousand, seven hundred and twenty-two"
1157,"one thousand, one hundred and fifty-seven"
2077,two thousand and seventy-seven
7932,"seven thousand, nine hundred and thirty-two"
8894,"eight thousand, eight hundred and ninety-four"
5372,"five thousand, three hundred and seventy-two"
9432,"nine thousand, four hundred and thirty-two"
1603,"one thousand, six hundred and three"
7953,"seven thousand, nine hundred and fifty-three"
5804,"five thousand, eight hundred and four"
7677,"seven thousand, six hundred and seventy-seven"
4394,"four thousand, three hundred and ninety-four"
4412,"four thousand, four hundred and twelve"
1602,"one thousand, six hundred and two"
7580,"seven thousand, five hundred and eighty"
4706,"four thousand, seven hundred and six"
3360,"three thousand, three hundred and sixty"
8275,"eight thousand, two hundred and seventy-five"
3547,"three thousand, five hundred and forty-seven"
4052,four thousand and fifty-two
8016,eight thousand and sixteen
2714,"two thousand, seven hundred and fourteen"
4761,"four thousand, seven hundred and sixty-one"
3731,"three thousand, seven hundred and thirty-one"
4411,"four thousand, four hundred and eleven"
2261,"two thousand, two hundred and sixty-one"
7131,"seven thousand, one hundred and thirty-one"
7121,"seven thousand, one hundred and twenty-one"
1598,"one thousand, five hundred and ninety-eight"
9244,"nine thousand, two hundred and forty-four"
2311,"two thousand, three hundred and eleven"
6879,"six thousand, eight hundred and seventy-nine"
2938,"two thousand, nine hundred and thirty-eight"
3699,"three thousand, six hundred and ninety-nine"
1316,"one thousand, three hundred and sixteen"
2640,"two thousand, six hundred and forty"
2635,"two thousand, six hundred and thirty-five"
1890,"one thousand, eight hundred and ninety"
6530,"six thousand, five hundred and thirty"
3850,"three thousand, eight hundred and fifty"
1131,"one thousand, one hundred and thirty-one"
8834,"eight thousand, eight hundred and thirty-four"
7263,"seven thousand, two hundred and sixty-three"
1462,"one thousand, four hundred and sixty-two"
8096,eight thousand and ninety-six
6120,"six thousand, one hundred and twenty"
5621,"five thousand, six hundred and twenty-one"
2855,"two thousand, eight hundred and fifty-five"
2926,"two thousand, nine hundred and twenty-six"
7874,"seven thousand, eight hundred and seventy-four"
1519,"one thousand, five hundred and nineteen"
4152,"four thousand, one hundred and fifty-two"
8641,"eight thousand, six hundred and forty-one"
7025,seven thousand and twenty-five
1721,"one thousand, seven hundred and twenty-one"
9049,nine thousand and forty-nine
7777,"seven thousand, seven hundred and seventy-seven"
8182,"eight thousand, one hundred and eighty-two"
6336,"six thousand, three hundred and thirty-six"
2706,"two thousand, seven hundred and six"
4323,"four thousand, three hundred and twenty-three"
4037,four thousand and thirty-seven
9860,"nine thousand, eight hundred and sixty"
4436,"four thousand, four hundred and thirty-six"
6718,"six thousand, seven hundred and eighteen"
5692,"five thousand, six hundred and ninety-two"
5763,"five thousand, seven hundred and sixty-three"
9112,"nine thousand, one hundred and twelve"
9422,"nine thousand, four hundred and twenty-two"
4311,"four thousand, three hundred and eleven"
4847,"four thousand, eight hundred and forty-seven"
4835,"four thousand, eight hundred and thirty-five"
9687,"nine thousand, six hundred and eighty-seven"
6950,"six thousand, nine hundred and fifty"
6109,"six thousand, one hundred and nine"
7686,"seven thousand, six hundred and eighty-six"
5782,"five thousand, seven hundred and eighty-two"
3954,"three thousand, nine hundred and fifty-four"
3667,"three thousand, six hundred and sixty-seven"
8986,"eight thousand, nine hundred and eighty-six"
8084,eight thousand and eighty-four
7397,"seven thousand, three hundred and ninety-seven"
7763,"seven thousand, seven hundred and sixty-three"
6998,"six thousand, nine hundred and ninety-eight"
5934,"five thousand, nine hundred and thirty-four"
3032,three thousand and thirty-two
7385,"seven thousand, three hundred and eighty-five"
